"place_id","name","address","city","lat","lng","phone","website","rating","reviews_count","hours"
"ChIJbxyqkWl9fg0REfduGRrOkaM","ma-fitness","PFR6+27, Bir El Djir 31000","Oran",35.740502899999996,-0.5395810999999999,"+213 674 98 98 09","http://www.mafitness.dz/",4.3,134,"lundi: 06:00 – 01:00; mardi: 06:00 – 01:00; mercredi: 06:00 – 01:00; jeudi: 06:00 – 01:00; vendredi: 06:00 – 01:00; samedi: 06:00 – 01:00; dimanche: 06:00 – 01:00"
"ChIJd6CVJppifg0RSHJECwm2cwo","Power Gym, salle de musculation, fitness et cardio","Lot 06 Coopérative Hachemi Ghazali، HAI EMIR AEK(BeERNARDVILLE)، Oran 31056","Oran",35.711661,-0.593561,"+213 775 89 31 99","",4.4,145,"lundi: 06:30 – 23:00; mardi: 06:30 – 23:00; mercredi: 06:30 – 23:00; jeudi: 06:30 – 23:00; vendredi: Fermé; samedi: 06:30 – 23:00; dimanche: 06:30 – 23:00"
"ChIJN4rsvCKJfg0RvlojTYmgGZA","Fitness factory","P96P+8RW, Rue Di Bou Kheloua Cheikh, Oran","Oran",35.7108713,-0.6129152999999999,"","",4.3,38,"lundi: 07:00 – 23:30; mardi: 07:00 – 23:30; mercredi: 07:00 – 23:30; jeudi: 07:00 – 23:30; vendredi: 07:00 – 23:30; samedi: 07:00 – 23:30; dimanche: 07:00 – 23:30"
"ChIJmxRpZQeJfg0RIJnWwQny728","Oxygen Gym Oran","M9H4+GCG, Oran","Oran",35.6787487,-0.6440478,"","",3.7,43,"lundi: 07:00 – 00:00; mardi: 07:00 – 13:00, 19:00 – 00:00; mercredi: 07:00 – 00:00; jeudi: 07:00 – 13:00, 19:00 – 00:00; vendredi: 16:00 – 21:00; samedi: 07:00 – 13:00, 19:00 – 00:00; dimanche: 07:00 – 00:00"
"ChIJjfdzY05jfg0RBKkcj2-X8VQ","Cardio fitness center","Coop 17 Dar El Amel, Bir El Djir 31000","Oran",35.709699199999996,-0.5883048,"+213 550 52 01 58","https://www.facebook.com/CardioFitnessOran/",3.9,87,"lundi: 08:00 – 00:00; mardi: 08:00 – 00:00; mercredi: 08:00 – 00:00; jeudi: 08:00 – 00:00; vendredi: 09:00 – 12:00, 16:00 – 00:00; samedi: 08:00 – 00:00; dimanche: 08:00 – 00:00"
"ChIJMe0w0QiJfg0Rt4Qfk4sQhTA","Maxi Fitness","M9J4+RG3, Rue Rached Aoued, Oran","Oran",35.682016499999996,-0.6436892000000001,"+213 41 23 30 52","",4.5,57,"lundi: 06:00 – 00:00; mardi: 06:00 – 00:00; mercredi: 06:00 – 00:00; jeudi: 06:00 – 00:00; vendredi: 06:00 – 00:00; samedi: 06:00 – 00:00; dimanche: 06:00 – 00:00"
"ChIJJ0blEhZ9fg0RWvLLuK6VsPo","FITNESSTREET","3, CW 75, Bir El Djir 31100","Oran",35.7524844,-0.547711,"+213 554 38 14 93","",4.3,27,"lundi: 08:00 – 21:00; mardi: 08:00 – 21:00; mercredi: 08:00 – 21:00; jeudi: 08:00 – 21:00; vendredi: 09:00 – 13:00, 15:00 – 21:00; samedi: 08:00 – 21:00; dimanche: 00:30 – 21:00"
"ChIJE1wygNGJfg0Ruiny-1ObfNo","1 6 8 Fitness oran","31000, Oran 31000","Oran",35.695003799999995,-0.6168739,"+213 555 16 81 68","https://www.instagram.com/1.6.8_oran?igsh=aGczYW5sNXZ0cmRu",4.8,21,"lundi: 07:00 – 23:00; mardi: 07:00 – 23:00; mercredi: 07:00 – 23:00; jeudi: 07:00 – 21:00; vendredi: Fermé; samedi: 07:00 – 23:00; dimanche: 07:00 – 23:00"
"ChIJ_Xga3ZeJfg0R0edq9StfCh0","S18 TRAINING CLUB","14 rue mohamed Khemisti, Es Sénia 31000","Oran",35.6524425,-0.6264579,"+213 562 67 65 40","",4.9,32,"lundi: 09:00 – 22:30; mardi: 09:30 – 22:30; mercredi: 09:00 – 22:30; jeudi: 09:00 – 22:30; vendredi: 09:00 – 22:30; samedi: 09:00 – 21:00; dimanche: 09:00 – 22:30"
"ChIJ2SzjsjWIfg0R_Rmlp3x2Exo","Olympia Gym","M9XJ+HPW, Oran","Oran",35.6989904,-0.6181587,"+213 775 43 95 15","",3.6,58,"lundi: 06:00 – 01:00; mardi: 06:00 – 01:00; mercredi: 06:00 – 01:00; jeudi: 06:00 – 01:00; vendredi: 06:00 – 12:00, 14:00 – 01:00; samedi: 06:00 – 01:00; dimanche: 06:00 – 01:00"
"ChIJG8UAJwCJfg0RILNL-fZ4UKI","CitePetit","46 Rue Abed Bey Bey, Oran 31000","Oran",35.6772766,-0.6724133,"+213 696 35 72 42","",3,4,""
"ChIJi8T-FwBjfg0RCLKi4CBs5mg","Power fitness Oran plaza","Plaza, Oran","Oran",35.717935000000004,-0.5988397,"","",3.8,16,""
"ChIJu-pcORWJfg0RbSXcvYiMuZs","Planete Fitness","M8CP+PRC, Oran","Oran",35.6718216,-0.662975,"+213 41 21 82 64","",4.2,40,"lundi: 07:00 – 23:00; mardi: 07:00 – 23:00; mercredi: 07:00 – 23:00; jeudi: 07:00 – 23:00; vendredi: 07:00 – 23:00; samedi: 07:00 – 23:00; dimanche: 07:00 – 23:00"
"ChIJO_tXYvmJfg0R5htakdmq-zw","Fox Gym Oran","15 Av. Colonel Amirouche, Oran","Oran",35.68964,-0.6547949,"+213 541 77 66 18","https://www.facebook.com/FoxGymOran/",3.8,38,"lundi: 07:00 – 23:30; mardi: 07:00 – 23:30; mercredi: 07:00 – 23:30; jeudi: 07:00 – 23:30; vendredi: 15:00 – 23:00; samedi: 07:00 – 23:30; dimanche: 07:00 – 23:00"
"ChIJo5HC6rxifg0R68W-F5Zvws8","DIDI GYM","146 Logements Résidence Le Mirage (IBRIR), PCC5+GRJ, HAI AKID LOTFI, Bir El Djir 31000","Oran",35.7214051,-0.5907007,"+213 540 20 11 56","https://www.facebook.com/DIDIGYM.ORAN/",4.2,31,"lundi: 07:00 – 00:00; mardi: 07:00 – 00:00; mercredi: 07:00 – 00:00; jeudi: 07:00 – 00:00; vendredi: 08:00 – 12:00, 17:00 – 00:00; samedi: 07:00 – 00:00; dimanche: 07:00 – 00:00"
"ChIJGSIr3oCJfg0RkX0Le6BU9F4","World Gym Oran","P96G+QH4, Oran","Oran",35.7118975,-0.623541,"+213 560 04 61 71","",4.3,25,"lundi: 06:00 – 22:00; mardi: 06:00 – 22:00; mercredi: 06:00 – 22:00; jeudi: 06:00 – 22:00; vendredi: 15:00 – 22:00; samedi: 06:00 – 22:00; dimanche: 06:00 – 22:00"
"ChIJK_vF1JCJfg0Rpjbp7l8Dg7w","RD GYM","56 Rue Med Boudiaf, Oran","Oran",35.6996794,-0.6396062,"+213 776 59 17 99","",4.6,12,"lundi: 07:00 – 23:00; mardi: 07:00 – 23:00; mercredi: 07:00 – 23:00; jeudi: 07:00 – 23:00; vendredi: 09:00 – 19:00; samedi: 07:00 – 22:00; dimanche: 07:00 – 23:00"
"ChIJpaMnjxljfg0Rptsb7KzXZ78","PLANET GYM","PC6G+XGQ, Bir El Djir","Oran",35.7124514,-0.5736496999999999,"+213 771 17 88 59","",4,24,"lundi: 07:00 – 23:00; mardi: 07:00 – 23:00; mercredi: 07:00 – 23:00; jeudi: 07:00 – 23:00; vendredi: Fermé; samedi: 07:00 – 23:00; dimanche: 07:00 – 23:00"
"ChIJd20UrCRjfg0RaXqW4xMtVNs","LEGION FITNESS","PCP8+7VG Résidence Sahraoui, ilot 28, Oran 31000","Oran",35.735679499999996,-0.5827903999999999,"+213 41 62 22 57","",4.8,9,"lundi: 09:00 – 21:00; mardi: 09:00 – 21:00; mercredi: 09:00 – 21:00; jeudi: 09:00 – 21:00; vendredi: Fermé; samedi: 09:00 – 21:00; dimanche: 09:00 – 21:00"
"ChIJ0y8hd06Ifg0RqXYaGq07If8","Salle de sports Hichami Gym","31000 Rue Belair, Oran","Oran",35.700944199999995,-0.6280424,"+213 41 85 26 41","https://www.facebook.com/pages/Hichami-GYM/267425170065944?ref=hl",4.5,47,"lundi: 06:00 – 22:30; mardi: 06:00 – 22:30; mercredi: 06:00 – 22:30; jeudi: 06:00 – 22:30; vendredi: Fermé; samedi: 06:00 – 22:30; dimanche: 06:00 – 22:30"
